date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:16	307/307	---M-Z	200	added ('OK')	image/gif	etag:%221604c9-133-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-people1.gif	math.iisc.ac.in/images/lnk-people1.gif	(from http://math.iisc.ac.in/)
15:42:17	442/442	---M-Z	200	added ('OK')	image/gif	etag:%221604c2-1ba-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/lnk-nonlin1.gif	math.iisc.ac.in/images/lnk-nonlin1.gif	(from http://math.iisc.ac.in/)
15:42:17	17845/17845	U--MCZ	200	updated ('OK')	text/html	etag:%22161d19-45b5-5489efc62e836-gzip%22	http://math.iisc.ac.in/seminars2017/feb23.htm	math.iisc.ac.in/seminars2017/feb23.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:17	17273/17273	U--MCZ	200	updated ('OK')	text/html	etag:%22161d2c-4379-5453dcd5ea035-gzip%22	http://math.iisc.ac.in/seminars2017/jan05.htm	math.iisc.ac.in/seminars2017/jan05.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:17	17211/17211	U--MCZ	200	updated ('OK')	text/html	etag:%22161d2d-433b-5453dcd5ea035-gzip%22	http://math.iisc.ac.in/seminars2017/jan06.htm	math.iisc.ac.in/seminars2017/jan06.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:17	330/330	---M-Z	200	added ('OK')	image/gif	etag:%221604d7-14a-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-research1.gif	math.iisc.ac.in/images/lnk-research1.gif	(from http://math.iisc.ac.in/)
15:42:18	17757/17757	U--MCZ	200	updated ('OK')	text/html	etag:%22161d2e-455d-5453dcd5ea035-gzip%22	http://math.iisc.ac.in/seminars2017/jan09.htm	math.iisc.ac.in/seminars2017/jan09.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:18	441/441	---M-Z	200	added ('OK')	image/gif	etag:%221604b8-1b9-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/lnk-matholym1.gif	math.iisc.ac.in/images/lnk-matholym1.gif	(from http://math.iisc.ac.in/)
15:42:18	18681/18681	U--MCZ	200	updated ('OK')	text/html	etag:%22161d2b-48f9-5453e13f21da8-gzip%22	http://math.iisc.ac.in/seminars2017/jan10.htm	math.iisc.ac.in/seminars2017/jan10.html	(from http://math.iisc.ac.in/seminars2017/)
15:42:19	311/311	---M-Z	200	added ('OK')	image/gif	etag:%22160496-137-464c538601b00-gzip%22	http://math.iisc.ac.in/images/lnk-courses1.gif	math.iisc.ac.in/images/lnk-courses1.gif	(from http://math.iisc.ac.in/)
